Region,Voter_Turnout_Percentage,Support_Type
West Midlands,71.2888517846647,Remain
Wales,78.72843782985221,Remain
Wales,69.92721531132642,Leave
Scotland,63.71284762961412,Remain
West Midlands,60.341890438836316,Leave
Northern Ireland,61.52843708787996,Leave
South East,76.41826274988287,Leave
West Midlands,64.04083027233453,Remain
Wales,70.05421527408258,Remain
Greater London,65.05279029336872,Remain
East Midlands,73.72408154793933,Leave
Wales,73.45993249561518,Remain
North East,79.92428313644288,Leave
Northern Ireland,70.46847942491273,Leave
Scotland,70.49816369410827,Leave
Wales,76.52007413751448,Remain
Northern Ireland,78.70042203732712,Remain
Yorkshire,68.10913186751412,Remain
Wales,75.17324209433474,Remain
West Midlands,63.51642942184426,Leave
West Midlands,73.4989468901594,Leave
Yorkshire,67.18371341115451,Remain
Wales,72.00056843023178,Leave
Wales,76.56747044350526,Leave
Scotland,78.23196897991104,Remain
Wales,75.1508516853275,Remain
Northern Ireland,63.54499985637653,Leave
Wales,77.51704346554784,Leave
Greater London,76.50956450127389,Leave
West Midlands,60.296040110116714,Remain
Wales,72.75901403606377,Leave
West Midlands,63.43636853297148,Remain
West Midlands,76.67532207809981,Remain
South East,65.71094288436765,Remain
Yorkshire,74.64360403432758,Remain
Greater London,76.32400789747643,Remain
West Midlands,66.1734984707194,Remain
East Midlands,67.15059020500489,Remain
Yorkshire,75.63794496159518,Remain
Scotland,63.63088037504356,Leave
Wales,72.08660150568176,Remain
Yorkshire,75.70535752110388,Leave
East Midlands,78.40284347556229,Remain
Northern Ireland,78.14556789511803,Remain
South East,69.64469876596571,Remain
Wales,61.820656566888644,Remain
Yorkshire,67.38543486383458,Leave
Scotland,79.89613862416617,Remain
South East,75.24970744421304,Leave
Greater London,77.5649293572711,Leave
East Midlands,60.23681890781563,Remain
Scotland,69.58491257040738,Leave
Yorkshire,70.08915567886723,Remain
Greater London,76.2005128610475,Remain
Wales,68.31211835631359,Remain
Yorkshire,74.71256080248095,Leave
Scotland,74.78446710811394,Remain
Scotland,71.8264653398972,Leave
Yorkshire,79.29407068853952,Leave
East Midlands,70.16940572426353,Leave
Northern Ireland,79.40223670888955,Leave
North East,79.63560701462751,Remain
North East,78.00607677290733,Leave
West Midlands,71.53619673359371,Remain
West Midlands,67.67871484639878,Leave
Greater London,79.74197700380859,Remain
East Midlands,65.6650650318845,Leave
Scotland,79.11135575906438,Leave
North East,65.49456577081762,Leave
Greater London,74.31371923596602,Leave
Scotland,78.48639737961898,Leave
East Midlands,63.62243075085193,Leave
Yorkshire,63.992941100477324,Leave
Wales,62.13457190749045,Leave
Yorkshire,60.316402196103155,Leave
West Midlands,79.4538438107493,Remain
Yorkshire,67.16063509924473,Remain
Greater London,71.79563569610055,Remain
South East,76.25149367461191,Remain
Greater London,77.0342811421578,Leave
Scotland,66.3036209292451,Leave
South East,77.27042172251167,Leave
Yorkshire,72.17426228097598,Leave
East Midlands,77.83903528426231,Leave
Yorkshire,63.38403467712577,Leave
North East,74.60588014615041,Remain
Northern Ireland,78.06453152753582,Leave
West Midlands,66.0049699682864,Remain
Yorkshire,67.2955352710431,Leave
Greater London,78.30943410097969,Leave
Greater London,68.34333991376694,Leave
West Midlands,61.641087937202805,Remain
Northern Ireland,75.81855231678999,Leave
North East,77.15117946571105,Remain
Yorkshire,62.17962538510501,Leave
Scotland,63.33306399322806,Remain
Northern Ireland,71.49366057948791,Remain
Scotland,66.9531352834579,Remain
Wales,62.96613755258667,Leave
Northern Ireland,64.38107886444803,Leave
West Midlands,75.61732168218806,Remain
North East,64.36205356499424,Remain
Wales,60.09074957576314,Leave
East Midlands,71.81424507044272,Remain
South East,70.40556630053177,Remain
East Midlands,76.42334993425291,Leave
Greater London,72.4878391553392,Remain
North East,64.85574959943852,Leave
North East,77.90237364351364,Remain
Greater London,62.935106399678574,Remain
Yorkshire,72.65895956118571,Remain
Northern Ireland,63.331716688791744,Leave
Greater London,67.62723081374916,Remain
North East,67.03160603147819,Remain
Greater London,72.8992546057504,Leave
Wales,68.93564174268992,Remain
Yorkshire,76.80352785825987,Remain
South East,75.22316756869125,Leave
East Midlands,77.85099317276665,Remain
East Midlands,62.77597769560735,Leave
South East,71.80133072094881,Remain
Scotland,72.5400004109887,Leave
Scotland,79.65959719342736,Leave
Northern Ireland,67.34714280058921,Remain
South East,69.92867761257399,Remain
North East,60.97503175309736,Leave
South East,76.74659067474812,Remain
Greater London,79.86759838978162,Remain
West Midlands,74.53916101297524,Remain
North East,72.13430420895666,Leave
South East,76.00549355016801,Remain
West Midlands,74.5998924005917,Remain
Wales,69.22762062006716,Remain
North East,61.81339572526705,Leave
South East,76.11491515897961,Leave
West Midlands,66.58657743483413,Leave
Greater London,63.3526459427294,Leave
Wales,73.14805363923718,Leave
East Midlands,66.1193686668735,Leave
Yorkshire,79.23816778586387,Remain
Northern Ireland,78.61039582757506,Leave
Scotland,62.145161790030805,Leave
East Midlands,74.1565148815309,Remain
Wales,63.05330060522253,Leave
West Midlands,71.32119171933441,Remain
West Midlands,62.9698328367852,Remain
Wales,79.18355303577465,Remain
South East,70.49363193771639,Remain
Northern Ireland,63.86121904938068,Remain
Northern Ireland,77.47583413765007,Leave
North East,63.11714499057754,Leave
Greater London,74.29661452303817,Remain
Greater London,69.3894491780342,Remain
Yorkshire,72.15557852126541,Remain
South East,77.86776212772693,Remain
Scotland,78.2818767663093,Remain
Greater London,70.59424477502543,Remain
Wales,79.56582109017573,Remain
Scotland,79.6619062216015,Remain
East Midlands,63.81640511948332,Leave
Northern Ireland,63.41624114192422,Remain
Northern Ireland,61.383586027258644,Leave
Yorkshire,77.58168635652996,Leave
East Midlands,60.359533229431236,Leave
Northern Ireland,79.76628123486515,Leave
Northern Ireland,68.91825483002333,Remain
Scotland,68.42307645815642,Remain
Greater London,61.39176367408778,Remain
Northern Ireland,69.85120265131307,Leave
Scotland,68.01628160421555,Remain
Yorkshire,75.37516964471551,Leave
Scotland,65.51285493769609,Remain
Wales,63.828588811982286,Leave
Northern Ireland,69.91493191006731,Leave
Yorkshire,77.01312635973844,Leave
Wales,73.98193613189247,Remain
Northern Ireland,77.51834825697767,Leave
Greater London,68.66096093382124,Leave
West Midlands,66.17933283251755,Leave
East Midlands,63.29420359443205,Leave
Wales,62.008151731787116,Leave
West Midlands,71.71143550311042,Leave
Yorkshire,63.41046080924899,Remain
West Midlands,78.74397261077635,Remain
North East,74.48975954337402,Remain
Scotland,64.08269471979261,Remain
East Midlands,79.15153037648305,Leave
North East,71.94106328784551,Leave
South East,65.59798402381051,Remain
South East,63.29794755887043,Leave
South East,77.45008817892452,Leave
Yorkshire,76.3866700438419,Remain
Yorkshire,72.6365416618506,Leave
Northern Ireland,61.883923672027144,Remain
Yorkshire,66.85275513208688,Remain
North East,61.93390408330824,Remain
West Midlands,60.30848669598205,Remain
East Midlands,60.951105290179534,Leave
Wales,60.12305032736528,Remain
West Midlands,73.65304840549892,Remain
South East,66.28219997386259,Leave
Wales,73.46980770138872,Remain
South East,69.70517269459663,Leave
Greater London,68.88633610181373,Leave
Northern Ireland,70.4887954910825,Remain
Northern Ireland,63.74812421312735,Remain
Scotland,66.30437491479012,Remain
Scotland,75.34412714078279,Remain
Greater London,64.69604781297181,Leave
North East,72.94524989889362,Leave
Scotland,79.74771106529519,Remain
Scotland,70.13850187509917,Remain
East Midlands,73.88776483991374,Remain
West Midlands,71.89231332413883,Leave
Scotland,66.64189783055181,Remain
North East,73.92906656574591,Leave
Yorkshire,62.11428752831113,Remain
West Midlands,69.73827138926596,Leave
Wales,65.13907466766018,Leave
Northern Ireland,68.63353483178432,Remain
Northern Ireland,66.58424021876822,Remain
West Midlands,79.72896870440121,Leave
Northern Ireland,75.30699071823105,Leave
Wales,72.27069309304875,Remain
Yorkshire,66.46115315897076,Remain
West Midlands,64.46511260878621,Remain
Wales,63.34921924579623,Remain
West Midlands,78.78679638626537,Leave
Northern Ireland,73.43219109024777,Leave
Northern Ireland,66.17314229354162,Remain
North East,79.25003387179416,Leave
Yorkshire,78.84539070247524,Remain
South East,66.85194921539215,Leave
Scotland,71.5823374775766,Remain
North East,78.9105325227973,Leave
North East,78.37586220890189,Remain
Scotland,62.95175630149217,Remain
South East,62.868493398017,Remain
Scotland,71.56147650895537,Remain
North East,72.99111562542916,Remain
Wales,63.5860098841664,Leave
Yorkshire,69.65019715633322,Remain
Wales,67.21355832222494,Leave
East Midlands,78.17464774090955,Leave
Greater London,61.76446128287322,Leave
West Midlands,61.23336717409138,Remain
Wales,70.94586106460383,Leave
Scotland,71.52483275225003,Remain
Scotland,78.64621427474977,Remain
Yorkshire,61.40114612575516,Remain
North East,78.92861149253096,Remain
South East,67.60511433103038,Remain
East Midlands,71.88788654466812,Leave
Wales,69.08695807713468,Remain
North East,63.06513446674567,Remain
East Midlands,70.09817789396944,Leave
Northern Ireland,70.91925456136467,Leave
West Midlands,66.20183010248883,Remain
Wales,69.63160960321277,Leave
Greater London,78.30796284473513,Remain
Greater London,77.00365049756476,Remain
West Midlands,70.04693228966121,Remain
North East,67.32549920338238,Leave
Northern Ireland,77.88922025064869,Remain
West Midlands,75.00608810435988,Leave
Wales,62.864696245826366,Remain
Wales,63.85910905256722,Leave
Greater London,60.329231215644306,Remain
South East,67.58894840820587,Remain
South East,76.47283509770583,Remain
West Midlands,65.39732075164241,Remain
Greater London,60.830608648250575,Leave
West Midlands,63.79285516121507,Remain
Northern Ireland,65.794452145509,Remain
Scotland,61.64151979076674,Leave
West Midlands,75.62600588344544,Remain
Yorkshire,69.6795271083313,Remain
South East,65.85408890241465,Leave
Scotland,77.69468039680572,Leave
Greater London,61.10704115328483,Leave
East Midlands,76.76142888884931,Remain
Greater London,79.13456831119582,Leave
East Midlands,63.47154350001453,Remain
Greater London,67.52391341603398,Leave
West Midlands,71.0794834192847,Leave
Scotland,74.11643166932534,Remain
Greater London,63.84180798694607,Leave
Wales,76.7959658223793,Leave
West Midlands,67.40272896618325,Leave
East Midlands,73.48628539799162,Remain
East Midlands,65.32088413129881,Remain
North East,68.88018873817033,Remain
Greater London,77.1772842752199,Remain
North East,61.48542120468488,Leave
West Midlands,61.47754984431362,Remain
Scotland,73.40394867898098,Leave
East Midlands,67.26600640718011,Leave
Greater London,68.88210600586086,Remain
North East,71.77184827125477,Leave
Wales,69.81084169898111,Remain
Scotland,66.59639463669873,Leave
Wales,61.977553999452745,Remain
West Midlands,76.50998549290038,Leave
Yorkshire,72.41903324760459,Leave
Greater London,72.69031101477717,Remain
Wales,62.20112450490464,Leave
Greater London,74.19473697863307,Leave
East Midlands,65.87388333505966,Remain
Wales,60.56122426385714,Leave
South East,63.69107288936645,Remain
Scotland,63.73423364791193,Leave
East Midlands,79.33356834165363,Remain
Greater London,69.81334372507177,Leave
Yorkshire,70.18571141231446,Leave
Wales,77.37112978504771,Remain
South East,64.18678728286915,Remain
East Midlands,62.04440325509226,Leave
Greater London,73.74450918023858,Leave
Greater London,79.62068934793552,Leave
East Midlands,71.21646479370895,Remain
West Midlands,72.843050391358,Remain
Wales,64.11474288920529,Remain
Northern Ireland,73.26455827779715,Leave
West Midlands,66.28057370808337,Leave
Northern Ireland,61.90116385827123,Remain
Yorkshire,74.44407321581942,Leave
South East,65.64169361893804,Remain
Yorkshire,76.6576111899335,Remain
Scotland,76.16220515927449,Leave
Yorkshire,67.84288094675962,Leave
Scotland,78.09773443978823,Remain
Wales,76.47513718512333,Remain
Greater London,79.49654891826589,Leave
Wales,66.76341551564627,Leave
East Midlands,66.63563379649734,Remain
Northern Ireland,75.98644888239865,Remain
East Midlands,79.13614853508781,Remain
North East,60.88567960577886,Leave
Northern Ireland,68.54992114881084,Remain
Northern Ireland,69.88311570775714,Leave
Yorkshire,69.11583039002959,Remain
Northern Ireland,77.49765975209813,Leave
West Midlands,62.36244046871007,Leave
Wales,79.17014410567599,Leave
Scotland,71.91570257406578,Leave
South East,68.6791887267915,Leave
Northern Ireland,61.67686226399679,Leave
Scotland,78.47525566980168,Leave
West Midlands,79.56411531174183,Leave
Wales,67.18980670533006,Leave
Northern Ireland,75.89305262929803,Leave
Wales,67.35160684145559,Remain
West Midlands,67.16188241682802,Remain
Yorkshire,63.58033584911325,Leave
West Midlands,64.78729579866202,Remain
Greater London,77.6675426078559,Remain
Wales,60.49502685890866,Leave
Yorkshire,65.46568370711734,Remain
Greater London,68.12155151899381,Leave
South East,76.1997867677382,Remain
Scotland,65.8189726284472,Remain
South East,73.0571667426805,Leave
Northern Ireland,70.26621614086883,Remain
North East,60.752482657765064,Leave
South East,72.52506298286693,Remain
Yorkshire,61.07060873164363,Leave
West Midlands,78.76899406533146,Leave
Northern Ireland,70.14866833583254,Leave
North East,71.06361596902556,Leave
Greater London,60.347504127492854,Remain
East Midlands,62.947947095633786,Leave
West Midlands,72.68499137124938,Leave
South East,72.90275464409696,Leave
Wales,64.97670502507914,Remain
Northern Ireland,76.72971011185294,Remain
South East,69.37678125344767,Leave
Wales,69.13418097057423,Leave
East Midlands,61.299718235214314,Remain
West Midlands,68.00771950287293,Leave
Greater London,78.96523532250923,Remain
Northern Ireland,68.078339674683,Leave
North East,73.67208235531724,Remain
Wales,77.65099717126299,Leave
Yorkshire,65.38374084792281,Remain
Northern Ireland,67.7371199201957,Leave
West Midlands,73.123174896266,Remain
Scotland,79.29546642659805,Leave
Northern Ireland,66.33004311246209,Leave
Northern Ireland,69.2578635018254,Leave
South East,78.90289136906765,Leave
Northern Ireland,73.58140110372977,Remain
North East,74.47077113612278,Leave
East Midlands,78.3619215654571,Remain
East Midlands,72.51462156952326,Leave
Scotland,73.95984579778414,Remain
Wales,74.2435643656149,Remain
South East,62.703100366127764,Remain
South East,78.2372338782314,Remain
Greater London,64.62571771620361,Remain
West Midlands,61.742827861986385,Remain
Wales,67.48770179859817,Leave
South East,72.23186278071844,Leave
Greater London,74.62012260728838,Leave
Yorkshire,72.667188825023,Leave
Northern Ireland,74.54671791459809,Leave
North East,62.09526790180618,Leave
South East,67.95653140968258,Leave
Northern Ireland,79.69578217776674,Remain
Wales,65.06399909000085,Remain
Yorkshire,69.27894498923003,Remain
South East,66.09853384841793,Leave
South East,72.4640416926946,Remain
South East,63.4406085267752,Remain
Northern Ireland,77.76987716962266,Leave
South East,60.83666415900699,Leave
South East,63.619405456608135,Remain
West Midlands,63.847122132488956,Leave
Northern Ireland,75.53562761667253,Remain
Scotland,71.98111703603931,Remain
South East,62.51658304141667,Leave
Wales,78.03816950439716,Leave
Greater London,61.96180556799002,Remain
Wales,62.46018073198765,Leave
Scotland,60.956634072501906,Leave
North East,77.39826175086205,Remain
Wales,69.82621152179405,Leave
Yorkshire,65.76209732918358,Leave
Northern Ireland,73.7561050716612,Leave
East Midlands,71.54708648258753,Leave
